record_id,screenshot_file,source,visible_date_label,cleaned_text,redactions_applied,notes
81,precleaned\Bernard - April 26 - 78 imgs\IMG_1901(1).jpg,Unknown,"Tue, Mar 24 at 3:37PM","Ready for summer? Refresh your OOTDs at Zara, Bershka, Massimo Dutti, Oysho, Pull & Bear & Stradivarius! Get up to P5,000 CASHBACK on straight or 0% installment spends using your RCBC Visa Credit Card from now until May 31! Visit the RCBC Credit Website & search CBFITS for full T&Cs. D249279S26",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
82,precleaned\Bernard - April 26 - 78 imgs\IMG_1901.jpg,Unknown,"Tue, Mar 24 at 12:23PM","Make the most of this offer until Mar. 31, JOCELYN ANNE! Get up to P1,141,000 when you convert your available limit on your card ending in <ACCT> to RCBC InstaCash. Pay as low as P26,391.94/mo. at a low add- on rate of 0.62%/mo for up to 60 mos. Go to the RCBC Credit website, search Promo ID: RRN, and use code AWLU40QQUT to avail. Offer is exclusive to applications via the RCBC Credit website. DTI245989S26",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
83,precleaned\Bernard - April 26 - 78 imgs\IMG_1902(1).jpg,Unknown,"Sat, Mar 21 at 2:05PM","Your Mar-2026 Statement Balance for your Card ending in <ACCT> is Php 43,500.10. Min. Amt Due is Php 1,305.00. Due on 04/13. Pay conveniently online using your bank's digital banking website/app or e- wallets. To view your statement & do more with your RCBC Credit Card, download and register to the RCBC Pulz app.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
84,precleaned\Bernard - April 26 - 78 imgs\IMG_1902.jpg,Unknown,"Thu, Mar 19 at 5:24PM","Win VIP tickets for two to see Laufey in Manila, thanks to Visa! Earn 1 entry per P1,000 spend, OR be one of the 10 Top Spenders to win automatically! Valid on RCBC Visa Credit Card spend from Mar 16—May 10. Register at the RCBC Credit website. Search: LAUFEYRP / LAUFEYTS. T&C apply. DT252226S26",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
85,precleaned\Bernard - April 26 - 78 imgs\IMG_1903(1).jpg,Unknown,"Thu, Mar 19 at 2:23PM","JOCELYN ANNE, whether for a home upgrade, business, or a getaway, get the extra cash you need! Convert the available limit on your RCBC card ending in <ACCT> to RCBC InstaCash. Access up to P1,141,000 and pay P26,391.94/mo. at a low add-on rate of 0.62%/mo for up to 60 mos. To avail, go to the RCBC Credit website, search Promo ID: RRN, and use code AWLU40QQUT. Offer exclusive to web applications until Mar. 31, 2026. DTI245989S26.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
86,precleaned\Bernard - April 26 - 78 imgs\IMG_1903.jpg,Unknown,"Wed, Mar 18 at 9:09AM","Payment of Php1,200.00 made to Card end 3000 was posted on 03/16.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
87,precleaned\Bernard - April 26 - 78 imgs\IMG_1904(1).jpg,Unknown,"Tue, Mar 17 at 11:31AM","Ready for a getaway, JOCELYN ANNE? Whether it's a beach trip or a staycation, your RCBC Credit Card earns you more! Enjoy up to P5,000 cashback on hotels, resorts, and stays. Valid until May 31, 2026. Register and see full details on the RCBC Credit website, search LTR5K T&Cs apply. DT1I251514",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
88,precleaned\Bernard - April 26 - 78 imgs\IMG_1904.jpg,Unknown,"Mon, Mar 16 at 9:19AM","We'd like to remind you that the payment for your card ending in <ACCT> is due on 03/16. Your minimum amount due Is Php1,013.00. Your statement balance is Php33,760.80. If you have already paid prior to receiving this message, thank you for your payment.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
89,precleaned\Bernard - April 26 - 78 imgs\IMG_1905(1).jpg,Unknown,"Mon, Mar 16 at 5:30 AM","Your supplementary, BOBBY A BARCE with Card ending in XXXx3109 has spent PHP10000.00 at Pru Life of U.K. on 03/16 5:30AM. If you have concerns, call <PHONE>",<PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
90,precleaned\Bernard - April 26 - 78 imgs\IMG_1905.jpg,Unknown,"Sat, Mar 14 at 12:07PM",Travel and spend without worries with your RCBC Premium Credit Card. Convert your spend abroad into Unli 0% for 3 mos. or up to 36 mos. Uni Installment via the RCBC Pulz App. Visit rcbccredit > Credit Cards > Benefits > Installment. T&Cs apply.,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
91,precleaned\Bernard - April 26 - 78 imgs\IMG_1906(1).jpg,Unknown,"Thu, Mar 12 at 4:05PM","Spend P1,000 with your RCBC Visa Infinite and get a chance to win passes to F1 Race Watch Parties (Suzuka, Austria & Madrid) at Monza Barcade. Prizes include P1,000 F&B, sim racing, and more! Promo runs until 08/31/26. Register at the link on the website. Visit rcbccredit, search F1VIVS. DTI251184S26.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
92,precleaned\Bernard - April 26 - 78 imgs\IMG_1906.jpg,Unknown,,"Upgrade to the Samsung Galaxy S26 Series with your RCBC Credit Card! Pre-order for as low as P2,264.97/mo. for 24mos at 0% inst + FREEBIES. Also, bundle with Galaxy Buds4 & get 10% OFF the Buds. Offers, validity dates and partners vary. T&Cs apply. Details at RCBC Credit website; search: SAMS26P. D250155&251419S26",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
93,precleaned\Bernard - April 26 - 78 imgs\IMG_1907(1).jpg,Unknown,"Thu, Mar 12 at 10:48 AM","Unlock more possibilities this March, JOCELYN ANNE! Get extra cash when you convert your available limit on your card ending in <ACCT> to RCBC InstaCash! Access up to P1,141,000 and pay as low as P26,391.94/mo. at only 0.62% monthly add-on rate for up to 60 mos. To avail, go to the RCBC Credit website, search Promo ID: RRN, and use code AWLU4OQQUT. Offer exclusive to web applications until Mar. 31, 2026. DTI245989S26",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
94,precleaned\Bernard - April 26 - 78 imgs\IMG_1907.jpg,Unknown,"Wed, Mar 11 at 6:07PM","Ready for Holy Week, JOCELYN ANNE? For every P30 spent, earn 5X points on overseas purchases & 3X points on local online shopping with your RCBC Visa Infinite. Redeem your points for airmiles, shopping & dining vouchers, and more!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
95,precleaned\Bernard - April 26 - 78 imgs\IMG_1908(1).jpg,Unknown,"Sat, Mar 7 at 11:07AM","Barefoot luxury in Siargao awaits. Enjoy an exclusive discount at Nay Palad Hideaway and all-inclusive island bliss w/ your RCBC Premium Credit Card. To book, call <PHONE> / <PHONE>. For details, visit the rcbccredit website, search NPH20. DTI246086S26. Offer until 6/30/26",<PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
96,precleaned\Bernard - April 26 - 78 imgs\IMG_1908.jpg,Unknown,"Sat, Mar 7 at 7:06PM","Pre-order the Samsung Galaxy S26 Series for as low as P2,166.25/mo. at 0% inst. for 24mos at select Samsung Experience/Premium stores! Bundle with Galaxy Buds4 & get 10% OFF the Buds. Offer valid until Mar 8, for a min. spend of P40,000. T&Cs apply. Details at the RCBC Credit website & search: SAMS26SP. D250155S26",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
97,precleaned\Bernard - April 26 - 78 imgs\IMG_1910.jpg,Metrobank,"Wed, Apr ae 05 PM","Going to Japan? Power up your concert experience with your Metrobank credit card. EARN P500 CASHBACK with Metrobank's Cashback Pass when you spend at least P50,000 in Japan. Valid for card-present transactions made in Japan with currency code of JPY from April 16 to 20, <OTP> only. Register now! Download the Metrobank App, click ""Promos"" before logging in, and search for ""PHP 500 CASHBACK on your Japan Spends"" to know more. Quick Tip! When travelling abroad or shopping overseas online stores, always choose to pay in non-PHP currency to enjoy better conversion rates and avoid extra fees. T&Cs apply. DTI250926S26. CCPD26-05/7.",<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
98,precleaned\Bernard - April 26 - 78 imgs\IMG_1911(1).jpg,Metrobank,"Mon, Apr 13 at 6:15PM","Avoid additional charges by not missing your next due date on 13 Apr 2026. The outstanding balance of your Metrobank credit card ending in <ACCT> is PHP 57,875.54. Pay at least the minimum amount due of PHP 2,025.64, immediately. You may pay via Metrobank Online, Metrobank App or using other banking apps. Disregard if already paid.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
99,precleaned\Bernard - April 26 - 78 imgs\IMG_1911.jpg,Metrobank,"Sat, Apr 11 at 11:59AM","Your referrals can earn you rewards! Get P5,000 eGC for every successful referral when friends apply & get approved for their first Metrobank credit card using your code ACO135. Promo runs until Jun 30, <OTP>. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041",<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
100,precleaned\Bernard - April 26 - 78 imgs\IMG_1912.jpg,Metrobank,,"oat, Apr ti at 11-09 AM Your referrals can earn you rewards! Get P5,000 eGC for every successful referral when friends apply & get approved for their first Metrobank credit card using your code ACO135. Promo runs until Jun 30, <OTP>. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041",<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
101,precleaned\Bernard - April 26 - 78 imgs\IMG_1913.jpg,Metrobank,"Tue, Apr 7 at 10:26AM","Ready to scream, sing, and stan? Make every fandom moment in South Korea unforgettable. Get P500 CASHBACK for a min. accum. spend of P50,000 in South Korea. Valid for card present transactions made In South Korea with currency code of KRW. Register from April 8 to 13, 2026! Download the Metrobank App click ""Promos"" before logging in and search for ""PHP 500 CASHBACK on your South Korea Spends"" to know more. Quick Tip! When travelling abroad or shopping overseas online stores, always choose to pay in non-PHP currency to enjoy better conversion rates and avoid extra fees. T&Cs apply. DTI250926S26. CCPD26-057.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
102,precleaned\Bernard - April 26 - 78 imgs\IMG_1914.jpg,Metrobank,"Mon, Apr 6 at 8:32PM","Your chance to start earning eGCs is EXTENDED until June 30, 2026! Share your code ACO135 & invite friends to apply for their first Metrobank credit card to earn P5,000 eGC per successful referral. Visit our website for the application link & T&Cs. DT1245534S2025 CCPD26-041",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
103,precleaned\Bernard - April 26 - 78 imgs\IMG_1915.jpg,Metrobank,"Mon, Apr 6 at 3:13PM","Attending a concert in Korea or Japan? Enjoy these deals until 04/10/2026! - AGODA: USD80 cashback for amin. spend of USD6O0. Register now! - KLOOK: P4,000 OFF for a min. spend of P20,000. Select stay dates apply. Use code: MBWORLDTOUR Download the Metrobank app, click ""Promos"" before logging in and search for ""USD 80 CASHBACK at Agoda"" and ""20% OFF in Korea and Japan at Klook"" to know more. T&Cs apply DTI252629S26. CCPD26-133. Metrobank is regulated by the BSP.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
104,precleaned\Bernard - April 26 - 78 imgs\IMG_1916.jpg,Metrobank,,"1ue, Mar ot at 9-92 FM Last chance to earn eGCs! Start referring friends now to apply for their first Metrobank credit card using your code ACO135. Earn P5,000 eGCs for every successful referral until March 31, 2026 only! Visit our website for the application link & T&Cs. DTI245534S2025 CCPD26-041",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
105,precleaned\Bernard - April 26 - 78 imgs\IMG_1917(1).jpg,Metrobank,"Sat, Mar 28 at 10:44AM","Skip ""Pay in PHP""! Quick Tip: When booking your hotel accommodations through overseas online store, or travelling abroad, ALWAYS choose to PAY INNON-PHP CURRENCY for better conversion rates and enjoy more savings. Metrobank is regulated by the BSP.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
106,precleaned\Bernard - April 26 - 78 imgs\IMG_1917.jpg,Unknown,"Thu, Mar 26 at 10:51AM","Your MCC card <ACCT> was used at CHECKOUT CARDS for PHP 57330.00. If you did not make this, call <ACCT> to avoid further unauthorized transactions.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
107,precleaned\Bernard - April 26 - 78 imgs\IMG_1918.jpg,Unknown,"Thu, Mar 26 at 10:51AM","Your MCC card <ACCT> was used at CHECKOUT CARDS for PHP 57330.00. If you did not make this, call <ACCT> to avoid further unauthorized transactions.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
108,precleaned\Bernard - April 26 - 78 imgs\IMG_1919(1).jpg,Unknown,"Fri, Mar 20 at 1:01PM","Make every full tank count - for you and your friends! Refer them to apply for the new Toyota Platinum Mastercard and enjoy 3% rebate on ALL fuel brands, discounts on Toyota services and more. Use your code ACO135 & earn P5,000 eGCs per successful referral. Promo runs until Mar 31, 2026. Visit our website for more information. DTI245534S2025 CCPD26-041",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
109,precleaned\Bernard - April 26 - 78 imgs\IMG_1919.jpg,Metrobank,"Fri, Mar ZU at 7:41AM","Your Metrobank credit card ending in <ACCT> was due last 18/ Mar/2026 with statement balance of PHP 3,972.84 and minimum amount due of PHP 1,000.00. For online payment, visit the Metrobank Online website or download the Metrobank mobile application.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
110,precleaned\Bernard - April 26 - 78 imgs\IMG_1920.jpg,Metrobank,,"Jocelyn, Big Travel Bonus is back with up to P10,000 CASHBACK for a min. accum. spend on all your travel spend using your Metrobank credit card!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
111,precleaned\Bernard - April 26 - 78 imgs\IMG_1920.jpg,Metrobank,,"Register now! Download the Metrobank App, click ""Promos"" before logging in and search for ""Up to PHP 10,000 cashback on all travel spend"" to know more. Promo runs from 03/16/26 to 05/15/26 only. T&Cs apply. DTI249796S26. CCPD26-108.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
112,precleaned\Bernard - April 26 - 78 imgs\IMG_1920.jpg,Unknown,,"Quick Tip! When travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
113,precleaned\Bernard - April 26 - 78 imgs\IMG_1920.jpg,Metrobank,,Metrobank is regulated by the BSP.,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
114,precleaned\Bernard - April 26 - 78 imgs\IMG_1921(1).jpg,Metrobank,"Wed, Mar 11 at 1:42 PM","Flying just got easier using your Metrobank credit card! Book now with Philippine Airlines and enjoy 0% installment for 3 months plus Shop Now, Pay Later up to 90 days after for a min. single-receipt of P20,000. Available in all ticketing offices nationwide until December 31, 2026. Promo is not applicable to online bookings. T&Cs apply. DTI244434S26. CCPD26-095. Metrobank is regulated by the BSP.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
115,precleaned\Bernard - April 26 - 78 imgs\IMG_1921.jpg,Unknown,"Mon, Mar 9 at 2:39PM",Your P5k SM Gift Pass is waiting! Refer friends to apply for a credit card using your code ACO135 until 03/31/26. T&Cs apply DTI245534S2025 CCPD26-041,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
116,precleaned\Bernard - April 26 - 78 imgs\IMG_1922(1).jpg,Unknown,"Thu, Mar 5 at 5:31PM",Ready to earn? Get P5k SM Gift Pass when friends apply for a credit card using your code ACO135 until 03/31/<OTP>. T&Cs apply DTI245534S2025 CCPD26-041,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
117,precleaned\Bernard - April 26 - 78 imgs\IMG_1922.jpg,Unknown,"Sat, Mar 7 at 1:23PM","Your MCC card <ACCT> was used at GPTZERO, INC. for USD 23.99. If you did not make this, call <ACCT> to avoid further unauthorized transactions.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
118,precleaned\Bernard - April 26 - 78 imgs\IMG_1923(1).jpg,Metrobank,"Wed, Feb 25 at 3:51PM","Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. Metrobank is regulated by BSP.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
119,precleaned\Bernard - April 26 - 78 imgs\IMG_1923.jpg,Metrobank,"Sun, Feb 22 at 10:12AM","ENDING TODAY! Drop by The Metrobank Travel Fair at the Glorietta Activity Center, OAM to 8PM to enjoy exclusive deals on: - Airlines - Hotel Accommodations - Cruises - Travel Agencies - Other Travel-Related Merchants T&Cs apply. DTI244768. CCPD26-01",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
120,precleaned\Bernard - April 26 - 78 imgs\IMG_1924(1).jpg,Metrobank,"Wed, Feb 18 at 5:45PM","Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,753.94. You may pay via Metrobank Online, Metrobank App or using other banking apps.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
121,precleaned\Bernard - April 26 - 78 imgs\IMG_1924(2).jpg,Metrobank,"Thu, Feb 19 at 5:00 PM","Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,753.94. You may pay via Metrobank Online, Metrobank App or using other banking apps.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
122,precleaned\Bernard - April 26 - 78 imgs\IMG_1924.jpg,Metrobank,,"Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,000.00. You may pay via Metrobank Online, Metrobank App or using other banking apps.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
123,precleaned\Bernard - April 26 - 78 imgs\IMG_1925(1).jpg,Unknown,"Sat, Feb 7 at 1:22PM","Your MCC card <ACCT> was used at GPTZERO, INC. for USD 23.99. If you did not make this, call <ACCT> to avoid further unauthorized transactions.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
124,precleaned\Bernard - April 26 - 78 imgs\IMG_1925(2).jpg,Metrobank,"Fri, Feb 13 at 7:58PM","Still haven't referred? Don't miss the chance to earn big: get P5,000 eGC for every successful referral until Mar 31, 2026! Share your code ACO135 & invite friends to apply for their 1st Metrobank credit card! Visit our website for the application link and T&Cs. DT1245534S2025 CCPD26-041",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
125,precleaned\Bernard - April 26 - 78 imgs\IMG_1925.jpg,Unknown,"Wed, Jan 28 at 6:16PM","Your MCC card <ACCT> was used at WALTER AI for USD 23.00. If you did not make this, call <ACCT> to avoid further unauthorized transactions.",<ACCT>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
126,precleaned\Bernard - April 26 - 78 imgs\IMG_1926(1).jpg,Metrobank,"Wed, Jan 21 at 7:40 PM","Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,429.60. You may pay via Metrobank Online, Metrobank App or using other banking apps.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
127,precleaned\Bernard - April 26 - 78 imgs\IMG_1926.jpg,Metrobank,"Wed, Jan 21 at 3:33PM","Purchase your Korea concert tickets using your Metrobank Mastercard credit card and get up to P8,000 CASHBACK! Search ""Up to PHP 8,000 CASHBACK with Beyond Borders"" on the Metrobank website to learn more. Promo runs from 1/16/6 to 3/15/26. T&Cs apply. DTI244590. CCPD26-002.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
128,precleaned\Bernard - April 26 - 78 imgs\IMG_1927(1).jpg,Metrobank,,"Great news! As of 01/19/2026, you have enough rewards points on your Metrobank Platinum Mastercard to waive your Annual Fee goodbye. Convert your 26400 points to a 50% Annual Fee Waiver by texting the keyword below to 225622 on or before Feb 13, 2026. Keyword:",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
129,precleaned\Bernard - April 26 - 78 imgs\IMG_1927(1).jpg,Unknown,,MB REDEEM MPAF50,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
130,precleaned\Bernard - April 26 - 78 imgs\IMG_1927(1).jpg,Metrobank,,We'll process your redemption within 10-20 banking days. Please reply using your primary registered mobile number to ensure successful processing. T&Cs apply. Metrobank is regulated by BSP.,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
131,precleaned\Bernard - April 26 - 78 imgs\IMG_1927.jpg,Metrobank,,"Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,429.60. You may pay via Metrobank Online, Metrobank App or using other banking apps.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
132,precleaned\Zabala - April 28\Screenshot_20260428_154825_Messages.jpg,Microsoft,Monday 8 Jul 2024 + 10:03 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
133,precleaned\Zabala - April 28\Screenshot_20260428_154825_Messages.jpg,Microsoft,Friday 23 Aug 2024 + 7:10 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
134,precleaned\Zabala - April 28\Screenshot_20260428_154825_Messages.jpg,Microsoft,Sunday 24 Nov 2024 + 12:24 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
135,precleaned\Zabala - April 28\Screenshot_20260428_154844_Messages.jpg,Google,Thursday 16 Jan 2025 + 3:40 pm,G-304679 is your Google verification code. Don't share your code with anyone.,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
136,precleaned\Zabala - April 28\Screenshot_20260428_154911_Messages.jpg,Unknown,Tuesday 10 Sept 2024 + 10:42 am,"Psst! 'Wag ka nang tamarin, TODAY lang ‘to! Mag-GrabCar Saver na for 15% cheaper fares. Ayaw mo pa rin bumangon? Eto extra 25% OFF your ride with code TINATAMADAKO! Max discount of P100, min fare of P200.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
137,precleaned\Zabala - April 28\Screenshot_20260428_154911_Messages.jpg,Unknown,Wednesday 11 Sept 2024 + 11:42 am,"Bawal na i-dahilan si Bantay, kasi may bantay naman talaga siya! Mag-book na ng GrabCar Saver for 15% cheaper fares + may 25% OFF ka pa when you use code WALANGBANTAYSIBANTAY. Max discount of P100, min fare of P200.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
138,precleaned\Zabala - April 28\Screenshot_20260428_154911_Messages.jpg,Unknown,Thursday 12 Sept 2024 + 11:40am,"Strict ba talaga parents mo? Baka kasi ‘di ka nag-GrabCar Saver para makatipid up to 15% on fares! PLUS use code STRICTPARENTSKO for extra 25% OFF your ride. Max discount of P100, min fare of P200.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
139,precleaned\Zabala - April 28\Screenshot_20260428_154922_Messages.jpg,Unknown,Monday 23 Sept 2024 + 3:41pm,"Lagi nang may budget para mag-book dahil rides are up to 15% cheaper na with GrabCar Saver! PLUS, may 25% OFF ka pa when you use code TIGHTBUDGETKO. Mas mabilis nang mag book, nakatipid ka pa! Min. fare P200, max discount P100.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
140,precleaned\Zabala - April 28\Screenshot_20260428_154922_Messages.jpg,Unknown,Tuesday 24 Sept 2024 + 3:41pm,"Sayang naman ang 25% OFF GrabCar kung mag-papass ka! Huwag mo na palampasin ito! Book GrabCar Saver + use code PASSMUNAME. Nagmamadali? Mas mabilis na mag-book ngayon with GrabCar! Min. fare P200, max discount P100.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
141,precleaned\Zabala - April 28\Screenshot_20260428_154922_Messages.jpg,Unknown,Wednesday 25 Sept 2024 + 3:43 pm,"Bakit next time pa, eh mas mabilis na ngayon mag-book sa GrabCar?! Alam namin nagtitipid ka, kaya book with GrabCar Saver for 15% cheaper rides & use code NEXTTIMENALANG to enjoy 25% OFF your ride! Min fare P200, max discount P100.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
142,precleaned\Zabala - April 28\Screenshot_20260428_154934_Messages.jpg,Unknown,Thursday 26 Sept 2024 + 5:53 pm,"Hindi mo na kailangan bumawi, mas mabilis na kasi mag-book with GrabCar! Mas pinatipid pa ang ride when you book GrabCar Saver for up to 15% cheaper rides with code BAWIAKO to get additional 25% OFF. Min fare P200, max discount P100.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
143,precleaned\Zabala - April 28\Screenshot_20260428_154934_Messages.jpg,Unknown,Wednesday 6 Nov 2024 + 9:40 am,Tag-tipid after ng long weekend? Try out this hack: book GrabCar Saver for up to 15% cheaper fares + use code GANAP for an extra P30 OFF rides. Book now!,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
144,precleaned\Zabala - April 28\Screenshot_20260428_154934_Messages.jpg,Grab,Friday 27 Dec 2024 + 8:19pm,Holiday Alert! Grab will NEVER send links via SMS to ask for your personal details. Stay vigilant and be cautious of messages you receive.,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
145,precleaned\Zabala - April 28\Screenshot_20260428_154941_Messages.jpg,Unknown,Wednesday 1 Jan 2025 + 8:24am,"IT'S SAVING TIP! Get 5% cashback on GrabCar rides using GrabPay from Sun to Thurs, 9AM-9PM, minimum fare of P250 required. Stack with promos for more savings!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
146,precleaned\Zabala - April 28\Screenshot_20260428_154941_Messages.jpg,Unknown,Sunday 5 Jan 2025 + 9:54 am,"IT'S SAVING TIP! Bigger savings when you use GrabPay with 5% CashBack on GrabCar rides & stack with other promos! Minimum fare of 250, from Sun-Thurs, 9AM-9PM.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
147,precleaned\Zabala - April 28\Screenshot_20260428_154941_Messages.jpg,Unknown,Thursday 9 Jan 2025 « 12:19pm,"IT'S SAVING TIP! Get 5% CASHBACK on GrabCar rides using GrabPay from Sunday to Thursday, 9AM- 9PM min fare P250. Use with promos for more savings!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
148,precleaned\Zabala - April 28\Screenshot_20260428_154953_Messages.jpg,Unknown,Friday 10 Jan 2025 + 12:14 pm,We Miss You! Enjoy 30% OFF your next ride with code RIDEAGAIN. It's time to hit the road again with GrabCar! What are you waiting for? Book now!,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
149,precleaned\Zabala - April 28\Screenshot_20260428_154953_Messages.jpg,Unknown,Tuesday 14 Jan 2025 + 4:13 pm,"IT'S SAVING TIP! Get 5% CASHBACK on GrabCar rides using GrabPay from Sunday to Thursday, 9AM- 9PM min fare P250. Use with other promos for more savings!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
150,precleaned\Zabala - April 28\Screenshot_20260428_154953_Messages.jpg,Unknown,Monday 20 Jan 2025 + 9:57am,"IT'S SAVING TIP! Get 5% cashback on GrabCar rides using GrabPay from Sunday to Thursday, 9AM- 9PM min fare P250. Stack with promos for more savings!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
151,precleaned\Zabala - April 28\Screenshot_20260428_155005_Messages.jpg,Unknown,,"Pwede pa magamit? MAGREUSE! Para just like this GrabCar tipid hack, walang tapon! Book GrabCar Saver for up to 15% cheaper fares every day PLUS you get to enjoy another 25% OFF with code MAGREUSE. Min. fare P200, max disc. P100. Don't wait, book now!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
